Interaction,Drug_Name
Dabrafenib,Solifenacin
Enalaprilat,Iron
Triethylenetetramine,Zinc
Deferiprone,Zinc
Dolutegravir,Zinc
Eltrombopag,Zinc
Teduglutide,Cinolazepam
Sodium oxybate,Cinolazepam
Teduglutide,Nitrazepam
Sodium oxybate,Nitrazepam
Suvorexant,Nitrazepam
Tapentadol,Nitrazepam
Rotigotine,Nitrazepam
Perampanel,Nitrazepam
Rufinamide,Nitrazepam
Paraldehyde,Nitrazepam
Picosulfuric acid,Cilastatin
Valganciclovir,Imipenem
Picosulfuric acid,Imipenem
Deferasirox,Tiaprofenic acid
Ethyl biscoumacetate,Tiaprofenic acid
Omacetaxine mepesuccinate,Tiaprofenic acid
Ribostamycin,Tiaprofenic acid
Sulodexide,Tiaprofenic acid
Aliskiren,Tiaprofenic acid
Citric acid,Tiaprofenic acid
Pralatrexate,Tiaprofenic acid
Limaprost,Tiaprofenic acid
Omega-3 fatty acids,Tiaprofenic acid
Deoxycholic acid,Tiaprofenic acid
Obinutuzumab,Tiaprofenic acid
Arbekacin,Tiaprofenic acid
Rivaroxaban,Tiaprofenic acid
Dexketoprofen,Tiaprofenic acid
Ibrutinib,Tiaprofenic acid
Floctafenine,Tiaprofenic acid
Apixaban,Tiaprofenic acid
Morniflumate,Tiaprofenic acid
Talniflumate,Tiaprofenic acid
Dabigatran etexilate,Tiaprofenic acid
Dalteparin,Tiaprofenic acid
Unoprostone,Tiaprofenic acid
Telaprevir,Lopinavir
Saxagliptin,Lopinavir
Linagliptin,Lopinavir
Canagliflozin,Lopinavir
Elvitegravir,Lopinavir
Dienogest,Lopinavir
Batimastat,Lopinavir
Simeprevir,Lopinavir
Imidafenacin,Lopinavir
Etizolam,Lopinavir
Fusidic acid,Lopinavir
Rilpivirine,Lopinavir
Alogliptin,Lopinavir
Garlic,Lopinavir
Vildagliptin,Lopinavir
Eluxadoline,Lopinavir
Barnidipine,Lopinavir
Picosulfuric acid,Tazobactam
Picosulfuric acid,Ticarcillin
Arbekacin,Ticarcillin
Ribostamycin,Ticarcillin
Tolvaptan,Deferasirox
Ospemifene,Deferasirox
Pomalidomide,Deferasirox
Regorafenib,Deferasirox
Vandetanib,Deferasirox
Vemurafenib,Deferasirox
Isosorbide,Deferasirox
Armodafinil,Deferasirox
Ceritinib,Deferasirox
Crizotinib,Deferasirox
Fluticasone furoate,Deferasirox
Nilotinib,Deferasirox
Fesoterodine,Deferasirox
Cabazitaxel,Deferasirox
Elvitegravir,Deferasirox
Flibanserin,Deferasirox
Ruxolitinib,Deferasirox
Riociguat,Deferasirox
Palbociclib,Deferasirox
Cobimetinib,Deferasirox
Halcinonide,Deferasirox
Temsirolimus,Deferasirox
Saxagliptin,Deferasirox
Simeprevir,Deferasirox
Eliglustat,Deferasirox
Dalteparin,Deferasirox
Hydroxyprogesterone caproate,Deferasirox
Nadroparin,Deferasirox
Ivabradine,Deferasirox
Tinzaparin,Deferasirox
Desirudin,Deferasirox
Pazopanib,Deferasirox
Pirfenidone,Deferasirox
Panobinostat,Deferasirox
Axitinib,Deferasirox
Asenapine,Deferasirox
Apremilast,Deferasirox
Stiripentol,Deferasirox
Maraviroc,Deferasirox
Dronedarone,Deferasirox
Suvorexant,Deferasirox
Olaparib,Deferasirox
Trabectedin,Deferasirox
Boceprevir,Deferasirox
Ibrutinib,Deferasirox
Estrone sulfate,Deferasirox
Lurasidone,Deferasirox
Etravirine,Deferasirox
Brexpiprazole,Deferasirox
Agomelatine,Deferasirox
Sulodexide,Deferasirox
Edoxaban,Deferasirox
Dabrafenib,Deferasirox
Ixabepilone,Deferasirox
Pipotiazine,Deferasirox
Vilazodone,Deferasirox
Abiraterone,Deferasirox
Apixaban,Deferasirox
Lomitapide,Deferasirox
Naloxegol,Deferasirox
Sonidegib,Deferasirox
Rolapitant,Deferasirox
Avanafil,Deferasirox
Citric acid,Deferasirox
Cyproterone acetate,Deferasirox
Bosutinib,Deferasirox
Vortioxetine,Deferasirox
Thiothixene,Deferasirox
Perampanel,Deferasirox
Dabigatran etexilate,Deferasirox
Macitentan,Deferasirox
Rivaroxaban,Deferasirox
Ivacaftor,Deferasirox
Cabozantinib,Deferasirox
Bedaquiline,Deferasirox
Ixazomib,Deferasirox
Dienogest,Deferasirox
Fosaprepitant,Deferasirox
Difluprednate,Deferasirox
Tofacitinib,Deferasirox
Danaparoid,Deferasirox
Rilpivirine,Deferasirox
Ulipristal,Deferasirox
Cobicistat,Deferasirox
Ticagrelor,Deferasirox
Ethyl biscoumacetate,Deferasirox
Tasimelteon,Deferasirox
Aluminum hydroxide,Deferasirox
Telaprevir,Deferasirox
Daclatasvir,Deferasirox
Floctafenine,Deferasirox
Enzalutamide,Deferasirox
Idelalisib,Deferasirox
Roflumilast,Deferasirox
Isavuconazonium,Deferasirox
Spiramycin,Deferasirox
Silodosin,Deferasirox
Lumefantrine,Hydroxychloroquine
Acepromazine,Hydroxychloroquine
Artemether,Hydroxychloroquine
Oxibendazole,Hydroxychloroquine
Nitrous acid,Amyl Nitrite
Avanafil,Amyl Nitrite
Riociguat,Amyl Nitrite
Nicorandil,Amyl Nitrite
Riociguat,Erythrityl tetranitrate
Avanafil,Erythrityl tetranitrate
Aluminum hydroxide,Acepromazine
Artemether,Acepromazine
Tedizolid phosphate,Acepromazine
Magnesium hydroxide,Acepromazine
Vortioxetine,Acepromazine
Lorcaserin,Acepromazine
Desvenlafaxine,Acepromazine
Quinagolide,Acepromazine
Nebivolol,Acepromazine
Vilazodone,Acepromazine
Calcium carbonate,Acepromazine
Artesunate,Acepromazine
Lumefantrine,Acepromazine
Milnacipran,Acepromazine
Levomilnacipran,Acepromazine
Tetrabenazine,Acepromazine
Vilazodone,Molindone
Desvenlafaxine,Molindone
Milnacipran,Molindone
Vortioxetine,Molindone
Levomilnacipran,Molindone
Lorcaserin,Molindone
Tetrabenazine,Molindone
Tedizolid phosphate,Molindone
Quinagolide,Molindone
Doxofylline,Pheniramine
Naphazoline,Pheniramine
Iobenguane,Pheniramine
Aluminum hydroxide,Pipotiazine
Suvorexant,Pipotiazine
Dabrafenib,Pipotiazine
Sodium oxybate,Pipotiazine
Luliconazole,Pipotiazine
Canagliflozin,Pipotiazine
Netupitant,Pipotiazine
Paraldehyde,Pipotiazine
Idelalisib,Pipotiazine
Ivacaftor,Pipotiazine
Abiraterone,Pipotiazine
Tocilizumab,Pipotiazine
Saxagliptin,Pipotiazine
Palbociclib,Pipotiazine
Rufinamide,Pipotiazine
Tapentadol,Pipotiazine
Calcium carbonate,Pipotiazine
Fosaprepitant,Pipotiazine
Stiripentol,Pipotiazine
Siltuximab,Pipotiazine
Perampanel,Pipotiazine
Panobinostat,Pipotiazine
Fusidic acid,Pipotiazine
Rotigotine,Pipotiazine
Vildagliptin,Pipotiazine
Linagliptin,Pipotiazine
Alogliptin,Pipotiazine
Simeprevir,Pipotiazine
Itopride,Thiothixene
Mianserin,Thiothixene
Cyproterone acetate,Thiothixene
Rufinamide,Thiothixene
Teriflunomide,Thiothixene
Tetrabenazine,Thiothixene
Mirabegron,Thiothixene
Desvenlafaxine,Thiothixene
Amisulpride,Thiothixene
Cimetropium,Thiothixene
Sodium oxybate,Thiothixene
Aclidinium,Thiothixene
Vilazodone,Thiothixene
Eluxadoline,Thiothixene
Suvorexant,Thiothixene
Tapentadol,Thiothixene
Umeclidinium,Thiothixene
Abiraterone,Thiothixene
Lorcaserin,Thiothixene
Perampanel,Thiothixene
Quinagolide,Thiothixene
Levomilnacipran,Thiothixene
Ramosetron,Thiothixene
Vortioxetine,Thiothixene
Tedizolid phosphate,Thiothixene
Vemurafenib,Thiothixene
Milnacipran,Thiothixene
Paraldehyde,Thiothixene
Tapentadol,Zuclopenthixol
Cobicistat,Zuclopenthixol
Perampanel,Zuclopenthixol
Enzalutamide,Zuclopenthixol
Itopride,Zuclopenthixol
Boceprevir,Zuclopenthixol
Suvorexant,Zuclopenthixol
Tetrabenazine,Zuclopenthixol
Desvenlafaxine,Zuclopenthixol
Paraldehyde,Zuclopenthixol
Eluxadoline,Zuclopenthixol
Lorcaserin,Zuclopenthixol
Tedizolid phosphate,Zuclopenthixol
Idelalisib,Zuclopenthixol
Aclidinium,Zuclopenthixol
Sodium oxybate,Zuclopenthixol
Isavuconazonium,Zuclopenthixol
Amisulpride,Zuclopenthixol
Milnacipran,Zuclopenthixol
Cimetropium,Zuclopenthixol
Rufinamide,Zuclopenthixol
Umeclidinium,Zuclopenthixol
Abiraterone,Zuclopenthixol
Ivabradine,Zuclopenthixol
Vilazodone,Zuclopenthixol
Ramosetron,Zuclopenthixol
Levomilnacipran,Zuclopenthixol
Vortioxetine,Zuclopenthixol
Telaprevir,Zuclopenthixol
Quinagolide,Zuclopenthixol
Picosulfuric acid,Lincomycin
Doxofylline,Lincomycin
Belimumab,Roflumilast
Canakinumab,Roflumilast
Obinutuzumab,Roflumilast
Certolizumab pegol,Roflumilast
Glatiramer,Roflumilast
Pralatrexate,Roflumilast
Siltuximab,Roflumilast
Tofacitinib,Roflumilast
Basil,Roflumilast
Cabazitaxel,Roflumilast
Golimumab,Roflumilast
Palbociclib,Roflumilast
Fingolimod,Roflumilast
Pomalidomide,Roflumilast
Idelalisib,Roflumilast
Secukinumab,Roflumilast
Dabrafenib,Roflumilast
Tocilizumab,Roflumilast
Pazopanib,Roflumilast
Belatacept,Roflumilast
Riociguat,Roflumilast
Temsirolimus,Roflumilast
Blinatumomab,Roflumilast
Enzalutamide,Roflumilast
Teriflunomide,Roflumilast
Thiotepa,Roflumilast
Ibrutinib,Roflumilast
Brentuximab vedotin,Roflumilast
Vedolizumab,Roflumilast
Osimertinib,Roflumilast
Trabectedin,Roflumilast
Trastuzumab emtansine,Roflumilast
Ruxolitinib,Roflumilast
Nilotinib,Roflumilast
Rilonacept,Roflumilast
Ustekinumab,Roflumilast
Panobinostat,Roflumilast
Dinutuximab,Roflumilast
Estrone sulfate,Prasterone
Canagliflozin,Vorinostat
Alogliptin,Vorinostat
Saxagliptin,Vorinostat
Metamizole,Vorinostat
Linagliptin,Vorinostat
Vildagliptin,Vorinostat
Aluminum hydroxide,Cholic Acid
Pitavastatin,Nicotinamide
Axitinib,Fusidic acid
Vilanterol,Fusidic acid
Hydroxyprogesterone caproate,Fusidic acid
Armodafinil,Fusidic acid
Telaprevir,Fusidic acid
Regorafenib,Fusidic acid
Tolvaptan,Fusidic acid
Ceritinib,Fusidic acid
Palbociclib,Fusidic acid
Cyproterone acetate,Fusidic acid
Bosutinib,Fusidic acid
Panobinostat,Fusidic acid
Spiramycin,Fusidic acid
Temsirolimus,Fusidic acid
Fosaprepitant,Fusidic acid
Brexpiprazole,Fusidic acid
Olaparib,Fusidic acid
Naloxegol,Fusidic acid
Nilotinib,Fusidic acid
Levomilnacipran,Fusidic acid
Sonidegib,Fusidic acid
Silodosin,Fusidic acid
Ibrutinib,Fusidic acid
Trabectedin,Fusidic acid
Lomitapide,Fusidic acid
Crizotinib,Fusidic acid
Cobimetinib,Fusidic acid
Eliglustat,Fusidic acid
Dronedarone,Fusidic acid
Ruxolitinib,Fusidic acid
Rivaroxaban,Fusidic acid
Apixaban,Fusidic acid
Ivabradine,Fusidic acid
Isavuconazonium,Fusidic acid
Trastuzumab emtansine,Fusidic acid
Cabazitaxel,Fusidic acid
Avanafil,Fusidic acid
Pazopanib,Fusidic acid
Cabozantinib,Fusidic acid
Stiripentol,Fusidic acid
Suvorexant,Fusidic acid
Daclatasvir,Fusidic acid
Ivacaftor,Fusidic acid
Fesoterodine,Fusidic acid
Maraviroc,Fusidic acid
Lurasidone,Fusidic acid
Macitentan,Fusidic acid
Simeprevir,Fusidic acid
Vemurafenib,Fusidic acid
Ixabepilone,Fusidic acid
Saxagliptin,Fusidic acid
Dabrafenib,Fusidic acid
Pitavastatin,Fusidic acid
Flibanserin,Fusidic acid
Isosorbide,Fusidic acid
Tofacitinib,Fusidic acid
Canagliflozin,Stanolone
Alogliptin,Stanolone
Dulaglutide,Stanolone
Lanreotide,Stanolone
Liraglutide,Stanolone
Insulin degludec,Stanolone
Albiglutide,Stanolone
Pasireotide,Stanolone
Saxagliptin,Stanolone
Dapagliflozin,Stanolone
Empagliflozin,Stanolone
Nebivolol,Acetylcholine
Avibactam,Ribostamycin
Floctafenine,Ribostamycin
Milnacipran,Deoxycholic acid
Desvenlafaxine,Deoxycholic acid
Dabigatran etexilate,Deoxycholic acid
Tinzaparin,Deoxycholic acid
Vortioxetine,Deoxycholic acid
Sulodexide,Deoxycholic acid
Nadroparin,Deoxycholic acid
Levomilnacipran,Deoxycholic acid
Apixaban,Deoxycholic acid
Ethyl biscoumacetate,Deoxycholic acid
Rivaroxaban,Deoxycholic acid
Floctafenine,Deoxycholic acid
Prasugrel,Deoxycholic acid
Ticagrelor,Deoxycholic acid
Danaparoid,Deoxycholic acid
Cangrelor,Deoxycholic acid
Dalteparin,Deoxycholic acid
Edoxaban,Deoxycholic acid
Vorapaxar,Deoxycholic acid
Desirudin,Deoxycholic acid
Vilazodone,Deoxycholic acid
Citric acid,Deoxycholic acid
,Benzoic acid
Temsirolimus,Batimastat
Simeprevir,Batimastat
Etravirine,Batimastat
Boceprevir,Batimastat
Riociguat,Batimastat
Nintedanib,Citric acid
Obinutuzumab,Citric acid
Icosapent ethyl,Citric acid
Ibrutinib,Citric acid
Dalteparin,Citric acid
Milnacipran,Citric acid
Desvenlafaxine,Citric acid
Omega-3-acid ethyl esters,Citric acid
Vorapaxar,Citric acid
Danaparoid,Citric acid
Dienogest,Citric acid
Levomilnacipran,Citric acid
Tinzaparin,Citric acid
Omega-3 fatty acids,Citric acid
Hydroxyprogesterone caproate,Citric acid
Apixaban,Citric acid
Cangrelor,Citric acid
Rivaroxaban,Citric acid
Edoxaban,Citric acid
Estrone sulfate,Citric acid
Ticagrelor,Citric acid
Vortioxetine,Citric acid
Cyproterone acetate,Citric acid
Floctafenine,Citric acid
Dabigatran etexilate,Citric acid
Desirudin,Citric acid
Prasugrel,Citric acid
Nadroparin,Citric acid
Vilazodone,Citric acid
Eltrombopag,Taurocholic acid
Teriflunomide,Taurocholic acid
Tofacitinib,Thiotepa
Sipuleucel-T,Thiotepa
Metamizole,Thiotepa
Denosumab,Thiotepa
Chenodeoxycholic acid,Estrone sulfate
Vildagliptin,Estrone sulfate
Human C1-esterase inhibitor,Estrone sulfate
Tocilizumab,Estrone sulfate
Alogliptin,Estrone sulfate
Anthrax immune globulin human,Estrone sulfate
Dabrafenib,Estrone sulfate
Dalteparin,Estrone sulfate
Canagliflozin,Estrone sulfate
Teriflunomide,Estrone sulfate
Saxagliptin,Estrone sulfate
Linagliptin,Estrone sulfate
Cyproterone acetate,Estrone sulfate
Ospemifene,Estrone sulfate
Siltuximab,Estrone sulfate
Ethyl biscoumacetate,Estrone sulfate
Sulodexide,Estrone sulfate
Trabectedin,Metamizole
Dinutuximab,Metamizole
Eribulin,Metamizole
Cabazitaxel,Metamizole
Trastuzumab emtansine,Metamizole
Ibrutinib,Metamizole
Blinatumomab,Metamizole
Ixazomib,Metamizole
Obinutuzumab,Metamizole
Nilotinib,Metamizole
Osimertinib,Metamizole
Bosutinib,Metamizole
Ponatinib,Metamizole
Belinostat,Metamizole
Bendamustine,Metamizole
Tedizolid phosphate,Metamizole
Ixabepilone,Metamizole
Carfilzomib,Metamizole
Palbociclib,Metamizole
Pomalidomide,Metamizole
Tofacitinib,Metamizole
Olaparib,Metamizole
Ruxolitinib,Metamizole
Temsirolimus,Metamizole
Magnesium citrate,Prenylamine
Calcium gluconate,Prenylamine
Calcium citrate,Prenylamine
Silodosin,Prenylamine
Calcium carbonate,Prenylamine
Magnesium chloride,Prenylamine
Magnesium hydroxide,Prenylamine
Tapentadol,Tienilic acid
Ceritinib,Maraviroc
Telaprevir,Maraviroc
Ivacaftor,Maraviroc
Dabrafenib,Maraviroc
Luliconazole,Maraviroc
Palbociclib,Maraviroc
Cobicistat,Maraviroc
Enzalutamide,Maraviroc
Fosaprepitant,Maraviroc
Idelalisib,Maraviroc
Stiripentol,Maraviroc
Siltuximab,Maraviroc
Etravirine,Maraviroc
Simeprevir,Maraviroc
Netupitant,Maraviroc
Boceprevir,Maraviroc
Tocilizumab,Maraviroc
Ramosetron,Clofedanol
Eluxadoline,Clofedanol
Cimetropium,Clofedanol
Alogliptin,Cyproterone acetate
Simeprevir,Cyproterone acetate
Palbociclib,Cyproterone acetate
Tocilizumab,Cyproterone acetate
Vildagliptin,Cyproterone acetate
Ulipristal,Cyproterone acetate
Pomalidomide,Cyproterone acetate
Saxagliptin,Cyproterone acetate
Human C1-esterase inhibitor,Cyproterone acetate
Choline C 11,Cyproterone acetate
Canagliflozin,Cyproterone acetate
Asenapine,Cyproterone acetate
Idelalisib,Cyproterone acetate
Fosaprepitant,Cyproterone acetate
Linagliptin,Cyproterone acetate
Stiripentol,Cyproterone acetate
Siltuximab,Cyproterone acetate
Ivacaftor,Cyproterone acetate
Sulodexide,Cyproterone acetate
Dalteparin,Cyproterone acetate
Ethyl biscoumacetate,Cyproterone acetate
Dabrafenib,Cyproterone acetate
Netupitant,Cyproterone acetate
Luliconazole,Cyproterone acetate
Tasimelteon,Cyproterone acetate
Magnesium hydroxide,Flunarizine
Magnesium chloride,Flunarizine
Calcium carbonate,Flunarizine
Calcium gluconate,Flunarizine
Perampanel,Flunarizine
Paraldehyde,Flunarizine
Calcium citrate,Flunarizine
Sodium oxybate,Flunarizine
Rotigotine,Flunarizine
Rufinamide,Flunarizine
Silodosin,Flunarizine
Tapentadol,Flunarizine
Magnesium citrate,Flunarizine
Suvorexant,Flunarizine
Quinagolide,Fluspirilene
Tedizolid phosphate,Fluspirilene
Vortioxetine,Fluspirilene
Levomilnacipran,Fluspirilene
Tetrabenazine,Fluspirilene
Vilazodone,Fluspirilene
Milnacipran,Fluspirilene
Lorcaserin,Fluspirilene
Desvenlafaxine,Fluspirilene
Mianserin,Mepenzolate
Aclidinium,Mepenzolate
Cimetropium,Mepenzolate
Itopride,Mepenzolate
Mirabegron,Mepenzolate
Eluxadoline,Mepenzolate
Umeclidinium,Mepenzolate
Ramosetron,Mepenzolate
Rotigotine,Tetrabenazine
Abiraterone,Tetrabenazine
Tapentadol,Tetrabenazine
Rufinamide,Tetrabenazine
Lurasidone,Tetrabenazine
Perampanel,Tetrabenazine
Sertindole,Tetrabenazine
Amisulpride,Tetrabenazine
Stiripentol,Tetrabenazine
Paraldehyde,Tetrabenazine
Ivabradine,Tetrabenazine
Sodium oxybate,Tetrabenazine
Brexpiprazole,Tetrabenazine
Suvorexant,Tetrabenazine
Tedizolid phosphate,Tetrabenazine
Cobicistat,Tetrabenazine
Ceritinib,Ixabepilone
Cobicistat,Ixabepilone
Netupitant,Ixabepilone
Palbociclib,Ixabepilone
Simeprevir,Ixabepilone
Boceprevir,Ixabepilone
Tocilizumab,Ixabepilone
Telaprevir,Ixabepilone
Ivacaftor,Ixabepilone
Idelalisib,Ixabepilone
Dabrafenib,Ixabepilone
Siltuximab,Ixabepilone
Fosaprepitant,Ixabepilone
Stiripentol,Ixabepilone
Luliconazole,Ixabepilone
Enzalutamide,Ixabepilone
Pegloticase,Febuxostat
Ibrutinib,Dronedarone
Netupitant,Dronedarone
Lomitapide,Dronedarone
Enzalutamide,Dronedarone
Cobicistat,Dronedarone
Lacosamide,Dronedarone
Bosutinib,Dronedarone
Dabrafenib,Dronedarone
Telaprevir,Dronedarone
Trabectedin,Dronedarone
Palbociclib,Dronedarone
Boceprevir,Dronedarone
Nintedanib,Dronedarone
Naloxegol,Dronedarone
Nebivolol,Dronedarone
Afatinib,Dronedarone
Silodosin,Dronedarone
Apixaban,Dronedarone
Tocilizumab,Dronedarone
Brentuximab vedotin,Dronedarone
Suvorexant,Dronedarone
Rivaroxaban,Dronedarone
Ivabradine,Dronedarone
Stiripentol,Dronedarone
Luliconazole,Dronedarone
Vilazodone,Dronedarone
Ruxolitinib,Dronedarone
Fosaprepitant,Dronedarone
Avanafil,Dronedarone
Ceritinib,Dronedarone
Tolvaptan,Dronedarone
Ulipristal,Dronedarone
Sonidegib,Dronedarone
Siltuximab,Dronedarone
Idelalisib,Dronedarone
Flibanserin,Dronedarone
Fingolimod,Dronedarone
Ledipasvir,Dronedarone
Brexpiprazole,Dronedarone
Olaparib,Dronedarone
Dapoxetine,Dronedarone
Lurasidone,Dronedarone
Saxagliptin,Dronedarone
Tofacitinib,Dronedarone
Prucalopride,Dronedarone
Fesoterodine,Dronedarone
Ivacaftor,Dronedarone
Dabigatran etexilate,Dronedarone
Pazopanib,Dronedarone
Edoxaban,Dronedarone
Simeprevir,Dronedarone
Obinutuzumab,Nebivolol
Lacosamide,Nebivolol
Ruxolitinib,Nebivolol
Lorcaserin,Nebivolol
Floctafenine,Nebivolol
Nilotinib,Nebivolol
Tofacitinib,Nebivolol
Moxonidine,Nebivolol
Ceritinib,Nebivolol
Fingolimod,Nebivolol
Molsidomine,Nebivolol
Regorafenib,Nebivolol
Panobinostat,Nebivolol
Rolapitant,Nebivolol
Nicorandil,Nebivolol
Mirabegron,Nebivolol
Eliglustat,Nebivolol
Stiripentol,Nebivolol
Ivabradine,Nebivolol
Methacholine,Nebivolol
Abiraterone,Nebivolol
Tinzaparin,Omacetaxine mepesuccinate
Nadroparin,Omacetaxine mepesuccinate
Apixaban,Omacetaxine mepesuccinate
Floctafenine,Omacetaxine mepesuccinate
Dalteparin,Omacetaxine mepesuccinate
Desirudin,Omacetaxine mepesuccinate
Edoxaban,Omacetaxine mepesuccinate
Danaparoid,Omacetaxine mepesuccinate
Dabigatran etexilate,Omacetaxine mepesuccinate
Rivaroxaban,Omacetaxine mepesuccinate
Palbociclib,Nilotinib
Ivabradine,Nilotinib
Ceritinib,Nilotinib
Suvorexant,Nilotinib
Boceprevir,Nilotinib
Lurasidone,Nilotinib
Telaprevir,Nilotinib
Brentuximab vedotin,Nilotinib
Luliconazole,Nilotinib
Apixaban,Nilotinib
Vilazodone,Nilotinib
Linagliptin,Nilotinib
Ibrutinib,Nilotinib
Idelalisib,Nilotinib
Tocilizumab,Nilotinib
Tofacitinib,Nilotinib
Ledipasvir,Nilotinib
Avanafil,Nilotinib
Simeprevir,Nilotinib
Calcium carbonate,Nilotinib
Cobicistat,Nilotinib
Netupitant,Nilotinib
Trabectedin,Nilotinib
Canagliflozin,Nilotinib
Brexpiprazole,Nilotinib
Tolvaptan,Nilotinib
Nintedanib,Nilotinib
Afatinib,Nilotinib
Siltuximab,Nilotinib
Rivaroxaban,Nilotinib
Ulipristal,Nilotinib
Olaparib,Nilotinib
Prucalopride,Nilotinib
Flibanserin,Nilotinib
Dabrafenib,Nilotinib
Magnesium hydroxide,Nilotinib
Ivacaftor,Nilotinib
Saxagliptin,Nilotinib
Denosumab,Nilotinib
Bosutinib,Nilotinib
Alogliptin,Nilotinib
Silodosin,Nilotinib
Fosaprepitant,Nilotinib
Edoxaban,Nilotinib
Fesoterodine,Nilotinib
Sipuleucel-T,Nilotinib
Stiripentol,Nilotinib
Sonidegib,Nilotinib
Vildagliptin,Nilotinib
Dabigatran etexilate,Nilotinib
Lomitapide,Nilotinib
Dapoxetine,Nilotinib
Pazopanib,Nilotinib
Aluminum hydroxide,Nilotinib
Enzalutamide,Nilotinib
Naloxegol,Nilotinib
Avanafil,Lorcaserin
Dapoxetine,Lorcaserin
Brexpiprazole,Lorcaserin
Tedizolid phosphate,Lorcaserin
Sertindole,Lorcaserin
Eliglustat,Lorcaserin
Fesoterodine,Lorcaserin
Amisulpride,Lorcaserin
Iloperidone,Vildagliptin
Lanreotide,Vildagliptin
Brexpiprazole,Vildagliptin
Dabrafenib,Vildagliptin
Insulin degludec,Vildagliptin
Pasireotide,Vildagliptin
Asenapine,Vildagliptin
Articaine,Vildagliptin
Triptorelin,Vildagliptin
Hydroxyprogesterone caproate,Vildagliptin
Temsirolimus,Vildagliptin
Ceritinib,Vildagliptin
Buserelin,Vildagliptin
Histrelin,Vildagliptin
Lurasidone,Vildagliptin
Dienogest,Vildagliptin
Isavuconazonium,Dapoxetine
Idelalisib,Dapoxetine
Clevidipine,Dapoxetine
Silodosin,Dapoxetine
Isosorbide,Dapoxetine
Milnacipran,Dapoxetine
Desvenlafaxine,Dapoxetine
Tedizolid phosphate,Dapoxetine
Cobicistat,Dapoxetine
Ceritinib,Dapoxetine
Levomilnacipran,Dapoxetine
Tapentadol,Dapoxetine
Vortioxetine,Dapoxetine
Vilazodone,Dapoxetine
Telaprevir,Dapoxetine
Crizotinib,Dapoxetine
Azilsartan medoxomil,Dapoxetine
Avanafil,Dapoxetine
Boceprevir,Dapoxetine
Enalaprilat,Dapoxetine
Pegloticase,Pegaptanib
Obinutuzumab,Milnacipran
Sertindole,Milnacipran
Ibrutinib,Milnacipran
Omega-3 fatty acids,Milnacipran
Amisulpride,Milnacipran
Rivaroxaban,Milnacipran
Limaprost,Milnacipran
Ioflupane I-123,Milnacipran
Iobenguane,Milnacipran
Apixaban,Milnacipran
Dalteparin,Milnacipran
Dabigatran etexilate,Milnacipran
Methylene blue,Milnacipran
Ethyl biscoumacetate,Milnacipran
Sulodexide,Milnacipran
Tedizolid phosphate,Milnacipran
Ceritinib,Lucinactant
Lacosamide,Lucinactant
Tofacitinib,Lucinactant
Ruxolitinib,Lucinactant
Ivabradine,Lucinactant
Nicorandil,Nesiritide
Riociguat,Tesmilifene
Dabigatran etexilate,Tesmilifene
Carfilzomib,Tesmilifene
Sofosbuvir,Tesmilifene
Bosutinib,Tesmilifene
Ceritinib,Tesmilifene
Crizotinib,Tesmilifene
Silodosin,Tesmilifene
Ledipasvir,Tesmilifene
Nintedanib,Tesmilifene
Brentuximab vedotin,Tesmilifene
Vemurafenib,Tesmilifene
Aliskiren,Tesmilifene
Naloxegol,Tesmilifene
Edoxaban,Tesmilifene
Temsirolimus,Tesmilifene
Trabectedin,Tesmilifene
Tolvaptan,Tesmilifene
Afatinib,Tesmilifene
Pazopanib,Tesmilifene
Saxagliptin,Tesmilifene
Telaprevir,Flibanserin
Eslicarbazepine acetate,Flibanserin
Bosutinib,Flibanserin
Dienogest,Flibanserin
Crizotinib,Flibanserin
Rotigotine,Flibanserin
Fosaprepitant,Flibanserin
Rufinamide,Flibanserin
Etravirine,Flibanserin
Simeprevir,Flibanserin
Isavuconazonium,Flibanserin
Dabrafenib,Flibanserin
Prucalopride,Flibanserin
Ticagrelor,Flibanserin
Perampanel,Flibanserin
Idelalisib,Flibanserin
Afatinib,Flibanserin
Sodium oxybate,Flibanserin
Ceritinib,Flibanserin
Tocilizumab,Flibanserin
Edoxaban,Flibanserin
Brentuximab vedotin,Flibanserin
Paraldehyde,Flibanserin
Siltuximab,Flibanserin
Tapentadol,Flibanserin
Stiripentol,Flibanserin
Ivacaftor,Flibanserin
Luliconazole,Flibanserin
Lurasidone,Flibanserin
Palbociclib,Flibanserin
Ledipasvir,Flibanserin
Enzalutamide,Flibanserin
Cobicistat,Flibanserin
Suvorexant,Flibanserin
Boceprevir,Flibanserin
Iloperidone,Flibanserin
Pazopanib,Flibanserin
Dabigatran etexilate,Flibanserin
Lomitapide,Flibanserin
Glycerol phenylbutyrate,Flibanserin
Naloxegol,Flibanserin
Silodosin,Flibanserin
Saxagliptin,Oritavancin
Picosulfuric acid,Oritavancin
Nicorandil,Clevidipine
Atosiban,Clevidipine
Molsidomine,Clevidipine
Moxonidine,Clevidipine
Obinutuzumab,Clevidipine
Levocetirizine,Itopride
Dexchlorpheniramine maleate,Itopride
Homatropine,Itopride
Methscopolamine,Itopride
Aclidinium,Itopride
Butylscopolamine,Itopride
Pizotifen,Itopride
Fesoterodine,Itopride
Umeclidinium,Itopride
Ceritinib,Ospemifene
Idelalisib,Ospemifene
